"filename", "language", "Dart", "comment", "blank", "total"
"c:\Users\Elhoda\Downloads\Yalla Bus\yalla_bus\lib\features\sign_up\domain\enitity\university.dart", "Dart", 8, 0, 3, 11
"c:\Users\Elhoda\Downloads\Yalla Bus\yalla_bus\lib\features\sign_up\domain\repository\complete_profile_repository.dart", "Dart", 11, 0, 4, 15
"c:\Users\Elhoda\Downloads\Yalla Bus\yalla_bus\lib\features\sign_up\domain\use_case\get_all_towns.dart", "Dart", 11, 0, 3, 14
"c:\Users\Elhoda\Downloads\Yalla Bus\yalla_bus\lib\features\sign_up\domain\use_case\get_all_universities.dart", "Dart", 11, 0, 4, 15
"c:\Users\Elhoda\Downloads\Yalla Bus\yalla_bus\lib\features\sign_up\domain\use_case\post_student_information.dart", "Dart", 11, 0, 5, 16
"c:\Users\Elhoda\Downloads\Yalla Bus\yalla_bus\lib\features\sign_up\presentation\bloc\completeprofile_bloc.dart", "Dart", 87, 0, 15, 102
"c:\Users\Elhoda\Downloads\Yalla Bus\yalla_bus\lib\features\sign_up\presentation\bloc\completeprofile_event.dart", "Dart", 23, 0, 12, 35
"c:\Users\Elhoda\Downloads\Yalla Bus\yalla_bus\lib\features\sign_up\presentation\bloc\completeprofile_state.dart", "Dart", 41, 0, 20, 61
"c:\Users\Elhoda\Downloads\Yalla Bus\yalla_bus\lib\features\sign_up\presentation\pages\complete_profile.dart", "Dart", 208, 1, 13, 222
"c:\Users\Elhoda\Downloads\Yalla Bus\yalla_bus\lib\features\sign_up\presentation\widgets\drop_down_widget.dart", "Dart", 113, 0, 6, 119
"c:\Users\Elhoda\Downloads\Yalla Bus\yalla_bus\lib\main.dart", "Dart", 199, 44, 9, 252
"Total", "-", 11872, 505, 1426, 13803
